id,join_dt,group,country,gender,device,total_spent
1041218,2023-02-06,B,USA,F,I,0
1041219,2023-01-25,B,USA,M,A,0
1041220,2023-01-31,A,USA,M,A,0
1041221,2023-01-29,A,TUR,M,I,0
1041222,2023-01-29,B,DEU,F,A,0
1041223,2023-01-27,A,BRA,M,I,0
1041224,2023-01-31,A,GBR,F,A,0
1041225,2023-01-28,A,BRA,,A,0
1041226,2023-02-03,A,MEX,M,A,0
1041227,2023-01-27,A,USA,M,A,0
1041228,2023-01-25,B,MEX,F,A,0
1041229,2023-01-26,B,MEX,F,A,0
1041230,2023-01-27,A,USA,M,I,0
1041231,2023-01-25,A,BRA,M,A,0
1041232,2023-01-26,A,USA,F,A,0
1041233,2023-01-25,B,USA,M,I,0
1041234,2023-01-26,A,DEU,F,A,0
1041235,2023-01-27,A,MEX,,A,0
1041236,2023-01-26,B,BRA,F,A,30.62
1041237,2023-01-27,A,DEU,M,A,0
1041238,2023-02-02,B,USA,,A,0
1041239,2023-01-28,A,BRA,F,A,0
1041240,2023-01-25,A,USA,M,I,0
1041241,2023-01-29,B,BRA,M,I,0
1041242,2023-01-26,A,USA,M,I,0
1041243,2023-01-25,A,FRA,M,A,0
1041244,2023-01-27,B,USA,,A,0
1041245,2023-01-25,A,USA,M,A,0
1041246,2023-01-25,A,BRA,M,A,0
1041247,2023-01-27,B,CAN,F,I,0
1041248,2023-01-29,B,AUS,M,I,0
1041249,2023-01-30,A,GBR,F,A,0
1041250,2023-01-26,B,BRA,M,I,0
1041251,2023-01-26,B,ESP,F,A,0
1041252,2023-01-25,B,TUR,M,I,0
1041253,2023-02-05,A,USA,M,A,0
1041254,2023-01-25,A,FRA,M,I,0
1041255,2023-01-27,A,GBR,M,A,0
1041256,2023-01-25,B,GBR,F,I,0
1041257,2023-01-25,A,USA,M,I,0
1041258,2023-01-27,B,BRA,F,A,0
1041259,2023-01-26,A,USA,F,A,0
1041260,2023-01-25,A,BRA,M,I,0
1041261,2023-01-25,B,ESP,F,I,0
1041262,2023-01-31,A,MEX,,I,0
1041263,2023-01-31,B,DEU,O,I,0
1041264,2023-01-29,A,USA,M,A,0
1041266,2023-01-28,A,,,A,0
1041267,2023-01-27,B,ESP,M,A,0
1041268,2023-02-02,A,DEU,M,A,0
1041269,2023-01-27,A,DEU,F,A,0
1041270,2023-01-28,A,FRA,,A,0
1041271,2023-02-05,B,GBR,M,I,0
1041272,2023-01-26,A,DEU,F,I,0
1041273,2023-01-27,B,USA,M,I,170.49
1041274,2023-01-25,A,DEU,F,I,0
1041275,2023-01-25,A,MEX,M,A,0
1041276,2023-01-28,A,FRA,M,A,0
1041277,2023-01-25,A,USA,F,A,0
1041278,2023-01-27,A,DEU,F,A,0
1041279,2023-01-29,A,BRA,F,I,0
1041280,2023-01-27,A,USA,M,I,0
1041281,2023-01-26,B,CAN,M,A,0
1041282,2023-01-26,B,FRA,,A,0
1041283,2023-02-01,A,BRA,,I,0
1041284,2023-02-06,B,TUR,F,A,0
1041285,2023-01-26,B,USA,M,A,0
1041286,2023-01-26,A,FRA,O,A,0
1041287,2023-01-26,B,BRA,F,A,0
1041288,2023-01-26,A,BRA,,I,0
1041289,2023-01-26,A,BRA,M,I,0
1041290,2023-01-30,B,USA,,A,0
1041291,2023-02-01,A,USA,F,A,0
1041292,2023-01-25,A,USA,F,A,0
1041293,2023-01-28,A,USA,,A,0
1041294,2023-01-26,B,BRA,M,A,0
1041295,2023-01-25,A,DEU,F,A,0
1041296,2023-01-31,B,BRA,,I,0
1041297,2023-01-29,A,FRA,M,A,0
1041298,2023-01-26,A,MEX,M,A,0
1041299,2023-02-01,A,USA,M,I,0
1041300,2023-01-30,A,BRA,F,A,0
1041301,2023-01-26,A,BRA,F,I,0
1041302,2023-02-03,B,ESP,M,A,0
1041303,2023-02-06,A,BRA,M,A,0
1041304,2023-02-02,B,MEX,M,A,0
1041305,2023-01-30,B,MEX,F,I,0
1041306,2023-02-05,A,USA,F,I,0
1041307,2023-01-30,B,USA,O,I,0
1041308,2023-01-28,B,USA,F,A,0
1041309,2023-01-25,A,USA,,I,0
1041310,2023-01-25,B,BRA,M,A,0
1041311,2023-01-27,A,GBR,F,A,0
1041312,2023-02-02,A,USA,M,A,0
1041313,2023-01-26,B,DEU,M,A,0
1041314,2023-01-29,A,MEX,M,I,0
1041315,2023-01-29,A,BRA,F,A,0
1041317,2023-01-26,B,BRA,F,I,0
1041318,2023-01-29,B,USA,M,I,0
1041319,2023-01-26,B,USA,F,A,0
1041320,2023-02-01,A,GBR,M,I,0
1041321,2023-01-25,A,BRA,F,A,0
1041322,2023-02-02,B,USA,F,A,0
1041323,2023-02-01,B,BRA,F,I,0
1041324,2023-01-28,A,USA,M,A,0
1041325,2023-01-25,A,MEX,F,I,0
1041326,2023-01-25,A,AUS,F,A,0
1041327,2023-02-04,B,MEX,F,I,0
1041328,2023-01-25,A,USA,F,A,0
1041329,2023-02-03,B,USA,F,I,0
1041330,2023-01-26,A,USA,F,A,0
1041332,2023-01-25,A,AUS,M,I,0
1041333,2023-02-01,A,MEX,,A,0
1041334,2023-02-02,B,BRA,F,A,0
1041335,2023-01-26,B,GBR,,I,0
1041336,2023-02-01,B,USA,M,A,0
1041337,2023-01-26,B,USA,M,A,0
1041338,2023-01-27,B,DEU,F,A,0
1041339,2023-01-27,A,AUS,M,A,0
1041340,2023-01-28,A,FRA,M,I,0
1041341,2023-01-25,B,USA,M,I,0
1041342,2023-01-26,A,USA,O,A,0
1041343,2023-01-25,B,ESP,F,I,228.2
1041344,2023-01-28,B,MEX,F,A,0
1041345,2023-01-29,B,TUR,F,I,0
1041346,2023-01-30,A,USA,O,A,62.7
1041347,2023-01-27,B,USA,M,A,0
1041348,2023-01-29,B,ESP,F,A,0
1041349,2023-02-05,B,BRA,M,A,0
1041350,2023-01-25,B,USA,M,A,0
1041351,2023-01-25,A,BRA,F,I,0
1041352,2023-02-01,A,MEX,,A,0
1041353,2023-01-25,B,BRA,F,A,0
1041354,2023-01-25,A,ESP,M,A,0
1041355,2023-01-30,B,MEX,O,A,0
1041356,2023-01-30,A,BRA,,I,153.93094497917798
1041357,2023-02-06,B,BRA,M,I,0
1041358,2023-02-05,B,USA,M,A,0
1041359,2023-02-05,A,GBR,F,A,0
1041360,2023-01-27,B,GBR,F,A,0
1041361,2023-01-25,B,USA,O,A,0
1041362,2023-01-26,B,TUR,M,A,0
1041363,2023-02-04,B,MEX,M,A,0
1041364,2023-02-01,A,FRA,F,A,0
1041365,2023-01-27,B,USA,F,A,0
1041366,2023-01-27,A,USA,F,A,0
1041367,2023-02-02,A,BRA,M,A,26.09
1041368,2023-02-05,B,TUR,O,A,0
1041369,2023-01-31,A,USA,F,A,0
1041370,2023-01-26,B,USA,M,I,0
1041371,2023-01-26,B,GBR,M,I,0
1041372,2023-01-28,A,USA,M,I,0
1041373,2023-01-25,B,BRA,F,A,0
1041374,2023-01-25,B,FRA,,A,0
1041375,2023-01-25,A,GBR,F,A,0
1041376,2023-01-26,A,FRA,M,A,0
1041377,2023-02-01,A,USA,M,I,0
1041378,2023-01-28,B,MEX,,A,0
1041379,2023-01-31,A,USA,F,A,0
1041380,2023-01-25,B,BRA,F,A,0
1041381,2023-01-27,A,GBR,F,I,0
1041382,2023-01-26,B,USA,M,I,0
1041383,2023-01-25,B,CAN,F,A,0
1041384,2023-01-26,A,BRA,M,A,0
1041385,2023-01-27,A,TUR,M,A,0
1041386,2023-01-25,B,DEU,M,I,0
1041387,2023-01-31,A,BRA,M,A,0
1041388,2023-01-28,B,USA,F,I,0
1041389,2023-01-27,A,BRA,F,A,0
1041390,2023-01-25,B,BRA,M,A,0
1041391,2023-02-03,A,DEU,F,I,0
1041392,2023-01-27,B,USA,F,I,0
1041393,2023-01-27,A,TUR,M,I,0
1041394,2023-01-26,A,TUR,F,I,0
1041395,2023-01-25,A,USA,M,A,0
1041396,2023-01-27,A,BRA,M,A,0
1041397,2023-01-28,A,MEX,M,A,0
1041398,2023-01-27,A,TUR,F,A,0
1041399,2023-02-02,B,BRA,M,I,0
1041400,2023-02-01,B,GBR,F,I,0
1041401,2023-01-27,A,CAN,,I,30.68
1041402,2023-02-01,A,DEU,M,A,0
1041403,2023-01-30,B,USA,M,A,0
1041404,2023-01-26,A,TUR,,I,0
1041405,2023-01-27,B,AUS,M,I,19.23
1041406,2023-01-25,A,MEX,M,A,0
1041407,2023-01-28,A,MEX,,A,0
1041408,2023-01-30,B,USA,,I,0
1041409,2023-02-06,B,USA,F,A,0
1041410,2023-02-04,B,USA,M,A,0
1041411,2023-01-27,B,USA,,A,0
1041412,2023-01-27,B,USA,,A,0
1041413,2023-01-31,B,FRA,F,I,0
1041415,2023-01-29,B,DEU,F,A,0
1041416,2023-01-30,B,USA,F,I,0
1041417,2023-01-25,A,BRA,F,I,0
1041418,2023-01-27,B,USA,M,I,0
1041419,2023-02-05,A,MEX,F,A,0
1041420,2023-02-04,B,USA,M,A,0
1041421,2023-01-26,B,MEX,M,A,0
1041422,2023-01-26,B,TUR,F,I,0
1041423,2023-01-26,A,MEX,F,I,0
1041424,2023-01-27,A,USA,F,A,0
1041425,2023-01-29,A,USA,F,A,0
1041426,2023-01-27,A,USA,,A,0
1041427,2023-01-26,A,MEX,F,I,0
1041428,2023-01-28,A,BRA,M,I,0
1041429,2023-01-29,B,USA,F,I,0
1041430,2023-01-29,B,TUR,F,A,0
1041431,2023-02-05,B,USA,F,I,0
1041432,2023-01-29,A,USA,F,I,0
1041433,2023-01-25,B,MEX,F,I,0
1041434,2023-01-25,A,USA,F,I,0
1041435,2023-02-02,A,GBR,F,I,110.96
1041436,2023-01-29,B,USA,M,I,0
1041437,2023-01-27,A,USA,F,A,0
1041438,2023-01-25,B,USA,M,A,0
1041439,2023-02-01,A,TUR,M,A,0
1041440,2023-02-01,B,USA,F,A,0
1041441,2023-01-28,B,USA,F,A,0
1041442,2023-01-27,A,TUR,F,I,0
1041443,2023-02-04,B,DEU,F,A,0
1041444,2023-02-01,B,USA,M,I,0
1041445,2023-01-27,B,AUS,F,A,153.55
1041446,2023-01-28,A,FRA,M,I,0
1041447,2023-01-30,B,,M,A,0
1041448,2023-01-31,B,DEU,M,A,0
1041449,2023-01-25,B,DEU,O,A,0
1041450,2023-01-27,B,TUR,M,A,0
1041451,2023-01-27,A,USA,M,I,0
1041452,2023-01-29,A,TUR,F,A,0
1041453,2023-01-25,A,USA,M,I,0
1041454,2023-01-25,A,FRA,M,A,0
1041455,2023-02-04,A,AUS,F,A,0
1041456,2023-02-04,A,USA,F,A,0
1041457,2023-01-27,B,MEX,M,I,0
1041458,2023-01-30,B,ESP,F,A,0
1041459,2023-01-28,B,TUR,M,I,69.48
1041460,2023-01-28,B,BRA,M,I,0
1041461,2023-01-26,B,MEX,,I,0
1041462,2023-02-03,A,TUR,M,I,0
1041463,2023-01-25,A,BRA,M,A,0
1041464,2023-01-31,A,USA,M,A,0
1041465,2023-01-26,A,USA,M,A,0
1041466,2023-01-26,B,MEX,M,A,0
1041467,2023-01-27,B,USA,M,A,0
1041468,2023-01-29,A,AUS,F,A,0
1041469,2023-01-27,B,GBR,M,I,0
1041470,2023-01-25,B,CAN,F,A,0
1041471,2023-01-30,A,FRA,F,A,0
1041472,2023-01-26,A,GBR,O,A,0
1041473,2023-01-28,A,GBR,F,I,65.88861435166386
1041474,2023-01-27,B,MEX,O,A,0
1041475,2023-01-30,A,FRA,O,A,0
1041476,2023-01-25,A,AUS,F,I,0
1041477,2023-01-31,A,USA,F,A,0
1041478,2023-01-26,A,USA,M,A,0
1041479,2023-01-28,A,USA,F,A,0
1041480,2023-01-25,B,TUR,F,I,0
1041481,2023-02-03,B,USA,F,A,0
1041482,2023-01-25,B,BRA,M,A,0
1041483,2023-01-27,B,FRA,F,A,0
1041484,2023-01-29,A,MEX,,A,0
1041485,2023-01-30,B,USA,,A,0
1041486,2023-01-25,B,MEX,,A,0
1041487,2023-01-25,A,USA,M,A,0
1041488,2023-01-25,B,TUR,F,A,0
1041489,2023-02-04,A,USA,M,A,0
1041490,2023-01-26,B,DEU,M,A,0
1041491,2023-01-26,B,BRA,M,A,0
1041492,2023-01-27,A,FRA,M,I,0
1041493,2023-01-26,A,CAN,M,A,0
1041494,2023-02-01,B,TUR,F,A,0
1041495,2023-01-31,A,DEU,M,I,0
1041496,2023-01-25,B,BRA,M,I,0
1041497,2023-01-26,B,USA,,A,0
1041498,2023-01-25,A,FRA,F,I,0
1041499,2023-01-25,B,ESP,O,A,0
1041500,2023-01-25,A,CAN,F,I,78.86
1041501,2023-01-29,A,FRA,F,A,0
1041502,2023-01-26,B,BRA,O,A,0
1041503,2023-01-26,B,USA,M,A,0
1041504,2023-01-27,B,FRA,F,A,0
1041505,2023-01-25,A,MEX,O,A,0
1041506,2023-01-30,A,USA,F,I,0
1041507,2023-01-31,A,TUR,M,A,0
1041508,2023-01-25,A,CAN,M,I,0
1041509,2023-01-31,B,DEU,F,A,0
1041510,2023-01-25,A,GBR,F,I,0
1041511,2023-01-26,A,BRA,F,I,0
1041512,2023-01-28,A,USA,F,I,0
1041513,2023-01-26,A,USA,,A,0
1041514,2023-01-26,B,USA,F,A,0
1041515,2023-01-27,B,USA,M,I,0
1041516,2023-01-27,A,USA,M,I,0
1041517,2023-01-25,A,MEX,F,I,0
1041518,2023-01-25,B,TUR,,I,0
1041519,2023-01-27,A,USA,F,I,0
1041520,2023-01-27,B,USA,M,A,0
1041521,2023-01-27,A,TUR,F,A,0
1041522,2023-01-25,A,FRA,,A,0
1041523,2023-01-30,B,MEX,M,I,0
1041524,2023-01-27,A,ESP,F,I,0
1041525,2023-01-25,A,BRA,O,A,0
1041526,2023-01-26,A,BRA,M,A,0
1041527,2023-01-31,A,DEU,,A,50.05
1041528,2023-01-29,B,MEX,F,A,0
1041529,2023-01-26,B,USA,M,A,79.36
1041530,2023-01-28,B,DEU,M,A,0
1041531,2023-01-31,B,TUR,F,I,0
1041532,2023-01-25,A,USA,M,A,0
1041533,2023-01-29,A,FRA,F,I,0
1041534,2023-01-27,A,CAN,F,A,0
1041536,2023-02-02,B,USA,M,I,0
1041537,2023-01-31,A,BRA,F,A,0
1041538,2023-01-30,B,FRA,F,A,0
1041539,2023-01-31,B,CAN,F,I,0
1041540,2023-01-28,B,USA,,A,0
1041541,2023-01-30,A,DEU,F,A,0
1041542,2023-01-30,A,BRA,M,A,0
1041543,2023-01-29,B,GBR,F,I,0
1041544,2023-01-29,B,USA,M,A,0
1041545,2023-01-27,A,BRA,M,A,0
1041546,2023-01-28,B,USA,,I,0
1041547,2023-02-02,B,USA,M,A,0
1041548,2023-01-25,A,TUR,M,I,0
1041549,2023-01-25,B,USA,,I,0
1041550,2023-01-28,B,CAN,M,A,0
1041551,2023-01-28,B,MEX,F,A,0
1041552,2023-01-29,A,GBR,M,I,0
1041553,2023-01-25,A,USA,F,A,0
1041554,2023-02-02,A,BRA,F,I,0
1041555,2023-01-28,B,ESP,M,A,0
1041556,2023-01-28,B,USA,M,A,0
1041557,2023-02-01,A,FRA,M,A,0
1041558,2023-01-25,B,GBR,M,A,0
1041559,2023-02-02,B,CAN,F,I,0
1041560,2023-01-25,A,ESP,F,A,0
1041561,2023-01-27,A,USA,M,A,0
1041562,2023-02-02,B,TUR,F,A,0
1041563,2023-01-26,A,MEX,M,A,0
1041564,2023-01-25,B,USA,,A,0
1041565,2023-01-25,B,MEX,M,I,0
1041566,2023-02-01,A,CAN,O,I,0
1041567,2023-01-29,A,BRA,F,I,0
1041568,2023-01-30,B,BRA,F,I,50.7
1041569,2023-02-02,B,USA,M,A,0
1041570,2023-01-27,B,BRA,M,A,0
1041571,2023-01-27,B,USA,F,I,0
1041572,2023-01-27,A,BRA,,A,0
1041573,2023-01-27,B,GBR,O,A,0
1041574,2023-01-25,A,MEX,F,A,0
1041575,2023-01-25,A,BRA,M,A,0
1041576,2023-01-26,B,USA,F,I,0
1041577,2023-01-26,B,BRA,M,A,0
1041578,2023-01-29,B,BRA,M,A,0
1041579,2023-01-26,B,BRA,M,A,0
1041580,2023-01-25,A,DEU,F,A,0
1041581,2023-01-25,A,BRA,F,A,0
1041582,2023-01-26,A,USA,F,I,0
1041583,2023-01-28,B,ESP,,I,72.83
1041584,2023-01-29,B,USA,M,I,0
1041585,2023-01-26,B,USA,F,A,0
1041586,2023-01-25,A,GBR,M,I,0
1041587,2023-02-02,A,BRA,O,A,0
1041588,2023-01-28,B,MEX,M,A,0
1041589,2023-01-31,B,USA,,A,0
1041590,2023-02-03,A,GBR,,I,0
1041591,2023-01-27,B,GBR,,A,0
1041592,2023-01-31,B,USA,F,A,0
1041593,2023-01-26,A,MEX,M,I,0
1041594,2023-01-27,B,USA,F,A,0
1041595,2023-01-30,B,USA,,I,0
1041596,2023-02-05,A,AUS,,I,0
1041597,2023-01-26,A,USA,M,I,0
1041598,2023-02-02,A,USA,F,A,0
1041599,2023-01-28,B,ESP,M,A,0
1041600,2023-02-04,A,USA,M,I,0
1041601,2023-01-26,B,GBR,F,A,0
1041602,2023-01-31,A,,,A,0
1041603,2023-01-25,B,DEU,F,A,0
1041604,2023-02-05,A,DEU,M,I,0
1041605,2023-01-31,B,USA,,A,0
1041606,2023-01-25,A,AUS,M,I,0
1041607,2023-01-25,A,TUR,F,A,0
1041608,2023-01-27,B,USA,F,I,0
1041609,2023-02-04,B,DEU,M,A,0
1041610,2023-01-27,B,MEX,M,I,0
1041611,2023-01-29,A,BRA,M,A,0
1041612,2023-01-25,A,USA,F,I,0
1041613,2023-01-25,B,TUR,M,I,0
1041614,2023-01-27,B,MEX,F,I,0
1041615,2023-01-25,A,ESP,M,I,0
1041616,2023-01-25,A,BRA,F,A,0
1041617,2023-02-06,B,AUS,O,I,123.55
1041618,2023-01-25,B,USA,F,A,0
1041619,2023-01-25,A,USA,F,A,0
1041620,2023-01-25,A,TUR,F,A,0
1041621,2023-01-25,A,BRA,,I,0
1041622,2023-02-04,B,BRA,M,A,0
1041623,2023-01-26,B,MEX,F,I,0
1041624,2023-02-06,A,MEX,M,I,0
1041625,2023-01-31,A,GBR,O,A,0
1041626,2023-02-03,A,BRA,F,A,0
1041627,2023-01-27,B,USA,M,A,0
1041628,2023-02-05,B,USA,F,A,0
1041629,2023-01-25,A,MEX,F,I,0
1041630,2023-01-28,B,GBR,F,I,0
1041631,2023-01-29,A,BRA,M,I,0
1041632,2023-01-29,A,CAN,,A,0
1041633,2023-02-04,B,MEX,M,A,0
1041634,2023-02-05,A,DEU,F,A,0
1041635,2023-01-26,A,USA,M,A,0
1041636,2023-02-04,B,MEX,M,I,0
1041637,2023-01-25,B,CAN,M,A,0
1041638,2023-02-05,A,FRA,M,A,0
1041639,2023-01-28,B,USA,F,I,0
1041640,2023-01-25,A,GBR,F,A,0
1041641,2023-02-02,B,CAN,M,I,0
1041642,2023-01-25,A,USA,M,I,0
1041643,2023-01-29,A,MEX,F,I,0
1041644,2023-01-29,B,GBR,F,I,0
1041645,2023-01-28,B,BRA,M,A,0
1041646,2023-01-26,A,BRA,M,A,0
1041647,2023-02-02,A,MEX,M,I,0
1041648,2023-01-25,A,BRA,M,A,0
1041649,2023-01-26,A,TUR,,I,0
1041650,2023-01-25,A,GBR,F,A,0
1041651,2023-01-25,B,GBR,O,A,0
1041652,2023-02-06,B,FRA,F,A,0
1041653,2023-01-27,B,DEU,F,I,0
1041654,2023-01-27,B,USA,,A,0
1041655,2023-01-29,A,ESP,M,I,0
1041656,2023-02-06,B,USA,F,I,0
1041657,2023-01-28,B,BRA,F,I,0
1041658,2023-01-25,B,USA,M,A,0
1041660,2023-01-30,B,MEX,,A,0
1041661,2023-02-01,B,MEX,F,A,0
1041662,2023-01-26,B,FRA,M,A,0
1041664,2023-01-31,A,USA,M,A,0
1041665,2023-01-26,A,USA,F,A,0
1041666,2023-01-28,B,TUR,F,A,0
1041667,2023-01-27,B,MEX,M,A,0
1041668,2023-01-26,B,USA,M,A,0
1041669,2023-01-25,A,BRA,M,I,0
1041670,2023-01-28,A,BRA,F,I,0
1041671,2023-01-30,B,BRA,F,A,0
1041672,2023-01-25,B,ESP,M,I,0
1041673,2023-01-29,B,USA,M,A,0
1041674,2023-01-30,A,BRA,M,I,0
1041675,2023-01-26,B,FRA,M,I,0
1041676,2023-01-28,A,BRA,,A,0
1041677,2023-01-26,A,DEU,M,I,0
1041678,2023-02-02,A,ESP,M,I,0
1041679,2023-01-27,B,BRA,M,I,0
1041680,2023-01-26,A,USA,F,A,0
1041681,2023-01-25,A,TUR,M,I,0
1041682,2023-01-25,A,MEX,,I,0
1041683,2023-02-05,A,DEU,M,I,0
1041684,2023-01-31,A,USA,F,I,0
1041685,2023-01-30,B,USA,F,A,0
1041686,2023-01-30,A,USA,M,A,0
1041687,2023-02-02,B,TUR,F,I,0
1041688,2023-01-29,A,DEU,,A,0
1041689,2023-01-25,B,ESP,M,A,0
1041690,2023-01-27,B,FRA,O,A,0
1041691,2023-01-27,B,TUR,,A,0
1041692,2023-02-06,A,ESP,M,,0
1041693,2023-01-25,A,BRA,F,I,0
1041695,2023-01-30,A,GBR,,I,0
1041696,2023-01-26,A,BRA,M,A,0
1041697,2023-01-27,A,TUR,F,A,0
1041698,2023-01-29,B,BRA,M,I,0
1041699,2023-02-01,A,DEU,F,I,0
1041700,2023-01-26,B,MEX,,I,0
1041701,2023-01-25,B,USA,M,I,0
1041702,2023-01-25,A,GBR,F,I,0
1041703,2023-02-01,B,GBR,F,I,0
1041704,2023-01-26,A,AUS,F,A,0
1041705,2023-02-06,B,MEX,M,I,0
1041706,2023-01-29,B,USA,F,A,0
1041707,2023-01-26,A,MEX,M,A,0
1041708,2023-01-27,B,BRA,,I,0
1041709,2023-02-02,B,ESP,M,I,0
1041710,2023-01-27,A,USA,F,A,0
1041711,2023-01-25,B,MEX,M,A,0
1041712,2023-02-01,B,,,A,0
1041713,2023-01-25,B,CAN,M,I,0
1041714,2023-01-29,A,TUR,F,I,0
1041715,2023-02-02,A,TUR,F,A,0
1041716,2023-01-25,B,FRA,F,I,0
1041718,2023-02-04,A,MEX,,A,0
1041719,2023-01-29,B,BRA,F,I,0
1041720,2023-01-25,B,BRA,M,A,0
1041721,2023-01-25,A,BRA,,I,0
1041722,2023-01-27,A,MEX,M,A,0
1041724,2023-01-25,B,FRA,M,A,0
1041725,2023-01-26,A,USA,F,A,0
1041726,2023-01-26,B,AUS,F,I,0
1041727,2023-01-31,A,USA,,A,0
1041728,2023-02-06,A,USA,M,A,0
1041730,2023-02-03,B,USA,F,A,0
1041731,2023-01-29,A,MEX,,A,0
1041732,2023-02-02,A,CAN,M,I,0
1041733,2023-01-26,B,TUR,M,I,0
1041735,2023-01-29,B,BRA,M,I,0
1041736,2023-01-25,A,USA,F,I,0
1041737,2023-01-31,B,USA,M,A,0
1041738,2023-01-26,B,BRA,M,I,0
1041739,2023-02-03,A,GBR,M,A,0
1041740,2023-01-25,B,USA,M,I,0
1041741,2023-01-28,B,DEU,M,,0
1041742,2023-01-26,A,AUS,M,A,0
1041743,2023-01-25,A,USA,F,A,0
1041744,2023-01-27,A,TUR,F,I,0
1041745,2023-01-29,B,USA,M,A,0
1041746,2023-01-30,B,TUR,,A,0
1041747,2023-01-30,B,USA,M,A,0
1041749,2023-01-28,B,BRA,,I,0
1041750,2023-01-28,B,MEX,F,A,0
1041751,2023-01-26,B,BRA,M,A,0
1041752,2023-02-05,A,ESP,M,A,0
1041753,2023-01-31,B,GBR,M,I,0
1041754,2023-02-06,A,TUR,M,I,0
1041755,2023-01-26,A,USA,,A,0
1041756,2023-01-25,A,MEX,M,I,0
1041757,2023-01-25,A,MEX,M,I,0
1041758,2023-01-30,B,GBR,F,A,0
1041759,2023-02-05,B,TUR,,I,0
1041760,2023-02-01,A,USA,M,A,0
1041761,2023-01-26,A,MEX,M,I,0
1041762,2023-01-27,B,CAN,F,A,87.89
1041763,2023-01-25,A,USA,F,A,0
1041764,2023-02-03,A,BRA,M,A,0
1041765,2023-01-30,B,CAN,M,A,0
1041766,2023-01-25,B,DEU,F,A,0
1041767,2023-01-25,B,USA,F,A,0
1041768,2023-01-31,A,ESP,F,A,0
1041769,2023-01-25,A,DEU,F,I,0
1041770,2023-02-01,A,FRA,F,I,0
1041771,2023-01-25,B,TUR,M,A,0
1041772,2023-01-28,A,USA,M,A,0
1041773,2023-02-01,A,FRA,F,I,0
1041774,2023-01-25,A,GBR,M,A,0
1041775,2023-01-26,A,USA,M,I,0
1041776,2023-01-27,B,USA,F,A,0
1041777,2023-01-26,B,AUS,F,A,0
1041778,2023-01-26,A,USA,M,A,0
1041779,2023-01-28,A,USA,M,A,0
1041780,2023-02-04,B,BRA,M,A,0
1041781,2023-01-27,A,FRA,M,A,0
1041782,2023-01-31,A,DEU,M,A,0
1041783,2023-01-27,B,FRA,M,I,0
1041784,2023-01-25,A,MEX,F,A,0
1041785,2023-01-31,A,USA,M,I,0
1041786,2023-02-01,A,DEU,M,A,0
1041787,2023-01-26,A,DEU,F,I,1659.4
1041788,2023-01-29,B,BRA,F,I,0
1041789,2023-01-27,A,USA,,A,0
1041790,2023-01-27,A,MEX,M,A,0
1041791,2023-02-04,A,FRA,M,A,0
1041792,2023-01-26,B,FRA,M,A,0
1041793,2023-01-28,A,MEX,,A,0
1041794,2023-01-25,A,MEX,M,I,0
1041795,2023-02-04,B,BRA,M,A,0
1041796,2023-01-26,A,BRA,M,I,0
1041797,2023-01-30,B,DEU,F,I,0
1041798,2023-01-29,A,USA,M,I,0
1041799,2023-01-26,B,USA,M,A,0
1041800,2023-01-27,B,FRA,M,A,0
1041801,2023-02-03,B,,M,A,0
1041802,2023-01-25,B,CAN,F,A,0
1041803,2023-02-02,B,DEU,M,A,0
1041804,2023-01-25,A,FRA,F,I,0
1041805,2023-01-28,A,BRA,M,A,0
1041806,2023-01-25,A,MEX,F,A,0
1041807,2023-01-25,B,USA,F,A,18.57
1041808,2023-01-28,B,,F,A,0
1041809,2023-01-26,A,USA,M,A,0
1041810,2023-02-02,A,BRA,M,A,0
1041811,2023-01-29,A,FRA,O,A,0
1041812,2023-01-25,A,,F,A,0
1041813,2023-02-02,A,BRA,,A,0
1041814,2023-01-28,B,USA,,A,0
1041815,2023-02-01,B,DEU,M,A,0
1041816,2023-01-28,A,USA,M,A,0
1041817,2023-01-25,B,USA,M,A,0
1041818,2023-01-26,B,USA,F,A,0
1041819,2023-01-25,B,BRA,F,A,0
1041820,2023-01-28,B,USA,M,I,0
1041821,2023-02-05,A,MEX,,A,0
1041822,2023-01-26,A,MEX,M,I,0
1041823,2023-01-25,A,ESP,F,I,0
1041824,2023-01-27,A,MEX,M,I,0
1041825,2023-01-30,A,BRA,,A,0
1041826,2023-01-25,B,USA,F,I,0
1041827,2023-02-03,A,TUR,M,A,0
1041828,2023-01-25,A,AUS,F,A,0
1041829,2023-02-05,B,USA,M,A,0
1041830,2023-02-04,A,CAN,,I,0
1041831,2023-01-29,A,MEX,O,I,0
1041832,2023-01-26,B,MEX,M,A,0
1041833,2023-01-25,B,USA,F,A,0
1041834,2023-01-29,B,FRA,M,I,0
1041835,2023-01-27,A,USA,O,A,0
1041836,2023-01-25,B,USA,M,A,0
1041837,2023-01-25,B,USA,F,I,0
1041838,2023-02-02,A,BRA,F,I,132.63953776455986
1041839,2023-01-27,B,USA,F,A,0
1041840,2023-01-27,A,BRA,M,A,0
1041841,2023-01-26,A,MEX,M,A,0
1041842,2023-02-01,A,BRA,F,I,0
1041843,2023-01-27,B,USA,M,I,0
1041844,2023-01-25,B,DEU,M,A,0
1041845,2023-01-25,A,USA,M,I,0
1041846,2023-01-26,A,BRA,,A,0
1041847,2023-01-25,B,USA,M,I,0
1041848,2023-01-26,B,BRA,M,I,0
